sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
TB278,-73.60870372,45.52023796,-73.60870701,45.52020783,1,NORMAL,Double,TB279,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB279,-73.60870372,45.52023796,-73.60866782,45.52025197,1,NORMAL,Double,TB278,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB280,-73.60862208,45.52033001,-73.60862604,45.52029902,1,NORMAL,Double,TB281,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB281,-73.60862208,45.52033001,-73.60858592,45.52034421,1,NORMAL,Double,TB280,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB282,-73.60854122,45.52042159,-73.6085445,45.52039086,1,NORMAL,Double,TB283,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB283,-73.60854122,45.52042159,-73.60850422,45.52043622,1,NORMAL,Double,TB282,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB284,-73.60850288,45.52046944,-73.60846285,45.52048281,1,NORMAL,Simple,,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB287,-73.60875703,45.51993635,-73.60876314,45.51995718,1,NORMAL,Simple,,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB288,-73.60868139,45.52002212,-73.60872079,45.52000487,1,NORMAL,Double,TB289,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB289,-73.60868139,45.52002212,-73.60867744,45.52005212,1,NORMAL,Double,TB288,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB290,-73.60859747,45.52011461,-73.60863571,45.52009912,1,NORMAL,Double,TB291,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB291,-73.60859747,45.52011461,-73.60859412,45.52014456,1,NORMAL,Double,TB290,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB292,-73.60851246,45.52020888,-73.60855259,45.52019132,1,NORMAL,Double,TB293,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB293,-73.60851246,45.52020888,-73.60851107,45.52023808,1,NORMAL,Double,TB292,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB294,-73.60843093,45.52029971,-73.60846902,45.52028461,1,NORMAL,Double,TB295,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB295,-73.60843093,45.52029971,-73.60842898,45.5203297,1,NORMAL,Double,TB294,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB296,-73.60834613,45.52039189,-73.60838622,45.52037786,1,NORMAL,Double,TB297,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB297,-73.60834613,45.52039189,-73.60834598,45.5204213,1,NORMAL,Double,TB296,Avenue Bernard  (OUT),1,Régulier Payez-Partez,200,S,
TB300,-73.616437,45.52249181,-73.61648711,45.52249113,1,NORMAL,Double,TB301,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB301,-73.616437,45.52249181,-73.61646627,45.52251421,1,NORMAL,Double,TB300,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB302,-73.61639702,45.52253627,-73.61644542,45.52253729,1,NORMAL,Double,TB303,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB303,-73.61639702,45.52253627,-73.6164257,45.52255912,1,NORMAL,Double,TB302,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB308,-73.61629935,45.52264419,-73.61632365,45.5226697,1,NORMAL,Simple,,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB313,-73.61644506,45.52248307,-73.61641095,45.52245714,1,NORMAL,Double,TB314,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB314,-73.61644506,45.52248307,-73.61638966,45.5224807,1,NORMAL,Double,TB313,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB315,-73.61640454,45.52252739,-73.61636978,45.52250271,1,NORMAL,Double,TB316,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB316,-73.61640454,45.52252739,-73.6163499,45.52252472,1,NORMAL,Double,TB315,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB317,-73.61636412,45.52257214,-73.61632908,45.52254777,1,NORMAL,Double,TB318,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB318,-73.61636412,45.52257214,-73.61631073,45.52256808,1,NORMAL,Double,TB317,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB319,-73.61632258,45.52261812,-73.61628979,45.52259127,1,NORMAL,Double,TB320,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB320,-73.61632258,45.52261812,-73.61626813,45.52261524,1,NORMAL,Double,TB319,OUT 9 av. Outremont C/E,0,Régulier Payez-Partez,200,S,
TB324,-73.61383193,45.52256666,-73.61380514,45.52253922,1,NORMAL,Double,TB325,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB325,-73.61383193,45.52256666,-73.61378552,45.52256094,1,NORMAL,Double,TB324,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB326,-73.61379204,45.52261081,-73.61376538,45.52258324,1,NORMAL,Double,TB327,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB327,-73.61379204,45.52261081,-73.61374523,45.52260554,1,NORMAL,Double,TB326,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB328,-73.61375204,45.52265454,-73.61372586,45.52262698,1,NORMAL,Double,TB329,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB329,-73.61375204,45.52265454,-73.61370585,45.52264913,1,NORMAL,Double,TB328,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB330,-73.61371358,45.52269824,-73.61368584,45.52267128,1,NORMAL,Double,TB331,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB331,-73.61371358,45.52269824,-73.61366583,45.52269343,1,NORMAL,Double,TB330,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB332,-73.61369396,45.52272067,-73.61364583,45.52271558,1,NORMAL,Simple,,OUT 18 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB337,-73.61041869,45.51881603,-73.61046076,45.51882029,1,NORMAL,Double,TB338,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB338,-73.61041869,45.51881603,-73.61044107,45.51884209,1,NORMAL,Double,TB337,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB339,-73.61037576,45.51886379,-73.61042137,45.51886389,1,NORMAL,Double,TB340,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB340,-73.61037576,45.51886379,-73.61040168,45.51888569,1,NORMAL,Double,TB339,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB341,-73.61034327,45.51890013,-73.61038199,45.51890749,1,NORMAL,Double,TB342,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB342,-73.61034327,45.51890013,-73.61035982,45.51893203,1,NORMAL,Double,TB341,OUT 16 Bernard C/N (V2),0,Régulier Payez-Partez,200,S,
TB343,-73.61041005,45.51882593,-73.61039219,45.51878968,1,NORMAL,Double,TB344,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB344,-73.61041005,45.51882593,-73.61037217,45.51881184,1,NORMAL,Double,TB343,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB349,-73.61016868,45.51870531,-73.61021759,45.51871103,1,NORMAL,Double,TB350,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB350,-73.61016868,45.51870531,-73.61019782,45.51873291,1,NORMAL,Double,TB349,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB351,-73.6101238,45.51875627,-73.61017805,45.5187548,1,NORMAL,Double,TB352,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB352,-73.6101238,45.51875627,-73.61015828,45.51877669,1,NORMAL,Double,TB351,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB353,-73.61009224,45.5187951,-73.61013859,45.51880039,1,NORMAL,Double,TB354,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB354,-73.61009224,45.5187951,-73.61011688,45.51882442,1,NORMAL,Double,TB353,OUT 16 Bernard C/N (V3),0,Régulier Payez-Partez,200,S,
TB355,-73.61015676,45.52002377,-73.61012615,45.5199952,1,NORMAL,Double,TB356,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB356,-73.61015676,45.52002377,-73.61010814,45.52001513,1,NORMAL,Double,TB355,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB357,-73.61013747,45.5200448,-73.61009014,45.52003505,1,NORMAL,Simple,,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB358,-73.61010331,45.52008295,-73.61007213,45.52005498,1,NORMAL,Double,TB359,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB359,-73.61010331,45.52008295,-73.61005413,45.52007491,1,NORMAL,Double,TB358,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB360,-73.61006738,45.5201232,-73.61003612,45.52009484,1,NORMAL,Double,TB361,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB361,-73.61006738,45.5201232,-73.61001812,45.52011477,1,NORMAL,Double,TB360,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB362,-73.61003447,45.52015967,-73.61000011,45.52013471,1,NORMAL,Simple,,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB363,-73.61002887,45.52016542,-73.60998148,45.52015533,1,NORMAL,Simple,,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB364,-73.60999572,45.5202035,-73.60996286,45.52017595,1,NORMAL,Double,TB365,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB365,-73.60999572,45.5202035,-73.60994423,45.52019657,1,NORMAL,Double,TB364,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB368,-73.60991761,45.51997318,-73.60996614,45.51997877,1,NORMAL,Double,TB369,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB369,-73.60991761,45.51997318,-73.60994648,45.52000053,1,NORMAL,Double,TB368,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB370,-73.60988297,45.52001202,-73.60992798,45.52002101,1,NORMAL,Double,TB371,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB371,-73.60988297,45.52001202,-73.60990988,45.52004105,1,NORMAL,Double,TB370,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB372,-73.6098484,45.52005342,-73.60989178,45.52006108,1,NORMAL,Simple,,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB373,-73.60982898,45.5200756,-73.60987368,45.52008111,1,NORMAL,Double,TB374,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB374,-73.60982898,45.5200756,-73.60985559,45.52010114,1,NORMAL,Double,TB373,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB375,-73.60979228,45.520115,-73.60983749,45.52012118,1,NORMAL,Double,TB376,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB376,-73.60979228,45.520115,-73.60981939,45.52014121,1,NORMAL,Double,TB375,OUT 11 Champagneur C/O,0,Régulier Payez-Partez,200,S,
TB380,-73.60917925,45.52050099,-73.60914067,45.52046804,1,NORMAL,Double,TB381,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB381,-73.60917925,45.52050099,-73.60912116,45.52048964,1,NORMAL,Double,TB380,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB382,-73.60913989,45.52054307,-73.60910165,45.52051123,1,NORMAL,Double,TB383,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB383,-73.60913989,45.52054307,-73.60908214,45.52053283,1,NORMAL,Double,TB382,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB384,-73.6091038,45.52058329,-73.60906491,45.5205519,1,NORMAL,Double,TB385,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB385,-73.6091038,45.52058329,-73.60904645,45.52057234,1,NORMAL,Double,TB384,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB386,-73.60906553,45.52062415,-73.60902798,45.52059278,1,NORMAL,Double,TB387,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB387,-73.60906553,45.52062415,-73.60900874,45.52061407,1,NORMAL,Double,TB386,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB388,-73.60902644,45.52066619,-73.60898951,45.52063537,1,NORMAL,Double,TB389,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TB389,-73.60902644,45.52066619,-73.6089689,45.52065818,1,NORMAL,Double,TB388,OUT 10 Bloomfield C/O,0,Régulier Payez-Partez,200,S,
TC106,-73.61776271,45.51740372,-73.61776593,45.5173705,1,NORMAL,Double,TC107,Van Horne,1,Régulier Payez-Partez,200,S,
TC107,-73.61776271,45.51740372,-73.61772282,45.5174196,1,NORMAL,Double,TC106,Van Horne,1,Régulier Payez-Partez,200,S,
TC108,-73.61767353,45.51750276,-73.61767733,45.51747143,1,NORMAL,Double,TC109,Van Horne,1,Régulier Payez-Partez,200,S,
TC109,-73.61767353,45.51750276,-73.61763822,45.51751598,1,NORMAL,Double,TC108,Van Horne,1,Régulier Payez-Partez,200,S,
TC110,-73.61759468,45.51759255,-73.6175977,45.51756213,1,NORMAL,Double,TC111,Van Horne,1,Régulier Payez-Partez,200,S,
TC111,-73.61759468,45.51759255,-73.61756386,45.51760763,1,NORMAL,Double,TC110,Van Horne,1,Régulier Payez-Partez,200,S,
TC128,-73.61736722,45.5178402,-73.61736958,45.51781067,1,NORMAL,Double,TC129,Van Horne,1,Régulier Payez-Partez,200,S,
TC129,-73.61736722,45.5178402,-73.61732812,45.51785789,1,NORMAL,Double,TC128,Van Horne,1,Régulier Payez-Partez,200,S,
TC130,-73.61728172,45.51793573,-73.61728667,45.51790511,1,NORMAL,Double,TC131,Van Horne,1,Régulier Payez-Partez,200,S,
TC131,-73.61728172,45.51793573,-73.61724068,45.5179533,1,NORMAL,Double,TC130,Van Horne,1,Régulier Payez-Partez,200,S,
TC132,-73.61719677,45.51802994,-73.6171995,45.51800022,1,NORMAL,Double,TC133,Van Horne,1,Régulier Payez-Partez,200,S,
TC133,-73.61719677,45.51802994,-73.61715831,45.51804713,1,NORMAL,Double,TC132,Van Horne,1,Régulier Payez-Partez,200,S,
TC134,-73.61711219,45.51812409,-73.61711372,45.51809248,1,NORMAL,Double,TC135,Van Horne,1,Régulier Payez-Partez,200,S,
TC135,-73.61711219,45.51812409,-73.61707111,45.51814101,1,NORMAL,Double,TC134,Van Horne,1,Régulier Payez-Partez,200,S,
TC136,-73.61702682,45.51821843,-73.61703113,45.51818655,1,NORMAL,Double,TC137,Van Horne,1,Régulier Payez-Partez,200,S,
TC137,-73.61702682,45.51821843,-73.61698902,45.51823453,1,NORMAL,Double,TC136,Van Horne,1,Régulier Payez-Partez,200,S,
TC138,-73.61697652,45.51827614,-73.6169469,45.5182825,1,NORMAL,Simple,,Van Horne,1,Régulier Payez-Partez,200,S,
TC141,-73.61721332,45.5177742,-73.61725195,45.51775901,1,NORMAL,Double,TC142,Van Horne,0,Régulier Payez-Partez,200,S,
TC142,-73.61721332,45.5177742,-73.61721061,45.51780774,1,NORMAL,Double,TC141,Van Horne,0,Régulier Payez-Partez,200,S,
TC143,-73.61712809,45.51787044,-73.61716951,45.51785319,1,NORMAL,Double,TC144,Van Horne,0,Régulier Payez-Partez,200,S,
TC144,-73.61712809,45.51787044,-73.61712577,45.51790302,1,NORMAL,Double,TC143,Van Horne,0,Régulier Payez-Partez,200,S,
TC145,-73.6170411,45.51796848,-73.61707916,45.51795304,1,NORMAL,Double,TC146,Van Horne,0,Régulier Payez-Partez,200,S,
TC146,-73.6170411,45.51796848,-73.61703386,45.518002,1,NORMAL,Double,TC145,Van Horne,0,Régulier Payez-Partez,200,S,
TC147,-73.61695222,45.51806653,-73.61699023,45.5180517,1,NORMAL,Simple,,Van Horne,0,Régulier Payez-Partez,200,S,
TC160,-73.61657234,45.51872611,-73.61653146,45.51874566,1,NORMAL,Simple,,Van Horne,1,Régulier Payez-Partez,200,S,
TC161,-73.61648401,45.51882588,-73.61648909,45.51879392,1,NORMAL,Double,TC162,Van Horne,1,Régulier Payez-Partez,200,S,
TC162,-73.61648401,45.51882588,-73.61644672,45.51884219,1,NORMAL,Double,TC161,Van Horne,1,Régulier Payez-Partez,200,S,
TC163,-73.61639872,45.51892197,-73.61640146,45.51888914,1,NORMAL,Double,TC164,Van Horne,1,Régulier Payez-Partez,200,S,
TC164,-73.61639872,45.51892197,-73.6163588,45.51893774,1,NORMAL,Double,TC163,Van Horne,1,Régulier Payez-Partez,200,S,
TC175,-73.61626783,45.51882478,-73.61630495,45.51881023,1,NORMAL,Simple,,Van Horne,1,Régulier Payez-Partez,200,S,
TC179,-73.61618227,45.51916486,-73.61614835,45.51917412,1,HANDICAPÉ,Simple,,Van Horne,0,Régulier Payez-Partez,200,S,
TC180,-73.61614489,45.51920642,-73.61610227,45.51922293,1,NORMAL,Simple,,Van Horne,1,Régulier Payez-Partez,200,S,
TC181,-73.61605457,45.51930502,-73.61605968,45.51927144,1,NORMAL,Double,TC182,Van Horne,1,Régulier Payez-Partez,200,S,
TC182,-73.61605457,45.51930502,-73.61601606,45.51932113,1,NORMAL,Double,TC181,Van Horne,1,Régulier Payez-Partez,200,S,
TC183,-73.61597086,45.51940465,-73.61597366,45.51936942,1,NORMAL,Double,TC184,Van Horne,1,Régulier Payez-Partez,200,S,
TC184,-73.61597086,45.51940465,-73.61592891,45.5194204,1,NORMAL,Double,TC183,Van Horne,1,Régulier Payez-Partez,200,S,
TC185,-73.61588239,45.51950308,-73.61588586,45.51946944,1,NORMAL,Double,TC186,Van Horne,1,Régulier Payez-Partez,200,S,
TC186,-73.61588239,45.51950308,-73.61584101,45.51952052,1,NORMAL,Double,TC185,Van Horne,1,Régulier Payez-Partez,200,S,
TC187,-73.61579524,45.51960169,-73.61579824,45.51956924,1,NORMAL,Double,TC188,Van Horne,1,Régulier Payez-Partez,200,S,
TC188,-73.61579524,45.51960169,-73.61575546,45.51961797,1,NORMAL,Double,TC187,Van Horne,1,Régulier Payez-Partez,200,S,
TC192,-73.61597819,45.51915183,-73.61601906,45.51913587,1,NORMAL,Simple,,Van Horne,1,Régulier Payez-Partez,200,S,
TC195,-73.61584039,45.51930194,-73.61587806,45.51928784,1,NORMAL,Double,TC196,Van Horne,1,Régulier Payez-Partez,200,S,
TC196,-73.61584039,45.51930194,-73.61583578,45.519336,1,NORMAL,Double,TC195,Van Horne,1,Régulier Payez-Partez,200,S,
TC197,-73.61575257,45.51940003,-73.61579349,45.51938416,1,NORMAL,Double,TC198,Van Horne,1,Régulier Payez-Partez,200,S,
TC198,-73.61575257,45.51940003,-73.61575121,45.51943232,1,NORMAL,Double,TC197,Van Horne,1,Régulier Payez-Partez,200,S,
TC199,-73.61566816,45.51949795,-73.61570893,45.51948049,1,NORMAL,Double,TC200,Van Horne,1,Régulier Payez-Partez,200,S,
TC200,-73.61566816,45.51949795,-73.61566665,45.51952865,1,NORMAL,Double,TC199,Van Horne,1,Régulier Payez-Partez,200,S,
TD106,-73.61142116,45.51030182,-73.61141656,45.51026582,1,NORMAL,Double,TD107,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD107,-73.61142116,45.51030182,-73.61136396,45.51030159,1,NORMAL,Double,TD106,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD108,-73.61130964,45.51037727,-73.61131136,45.51033737,1,NORMAL,Double,TD109,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD109,-73.61130964,45.51037727,-73.61125381,45.51037419,1,NORMAL,Double,TD108,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD111,-73.61111032,45.51051113,-73.61110553,45.51047888,1,NORMAL,Double,TD112,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD112,-73.61111032,45.51051113,-73.61105615,45.51050979,1,NORMAL,Double,TD111,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD114,-73.6109085,45.51060808,-73.61091204,45.51057626,1,NORMAL,Double,TD115,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD115,-73.6109085,45.51060808,-73.61085593,45.51060017,1,NORMAL,Double,TD114,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD117,-73.61072679,45.51069214,-73.6107334,45.51065608,1,NORMAL,Double,TD118,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD118,-73.61072679,45.51069214,-73.61067617,45.51068024,1,NORMAL,Double,TD117,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD121,-73.61055285,45.51077051,-73.61049548,45.51076022,1,NORMAL,Simple,,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD122,-73.6104167,45.51082971,-73.61043116,45.51079069,1,NORMAL,Double,TD123,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD123,-73.6104167,45.51082971,-73.61036684,45.51082117,1,NORMAL,Double,TD122,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD124,-73.61028615,45.51088435,-73.61030197,45.51084805,1,NORMAL,Double,TD125,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD125,-73.61028615,45.51088435,-73.61023585,45.51087287,1,NORMAL,Double,TD124,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD128,-73.61003164,45.51096108,-73.61002884,45.51093249,1,NORMAL,Simple,,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD129,-73.60994125,45.51098528,-73.6099601,45.51095037,1,NORMAL,Simple,,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD130,-73.60987168,45.5110045,-73.60988946,45.51096949,1,NORMAL,Double,TD131,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD131,-73.60987168,45.5110045,-73.60981643,45.51098957,1,NORMAL,Double,TD130,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD132,-73.60972184,45.51104535,-73.60974416,45.51100946,1,NORMAL,Double,TD133,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD133,-73.60972184,45.51104535,-73.60966949,45.51102982,1,NORMAL,Double,TD132,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD134,-73.60956777,45.51108677,-73.60959613,45.51105006,1,NORMAL,Double,TD135,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD135,-73.60956777,45.51108677,-73.60952354,45.51107011,1,NORMAL,Double,TD134,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD136,-73.60943212,45.51112323,-73.60945426,45.51108891,1,NORMAL,Double,TD137,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD137,-73.60943212,45.51112323,-73.60938503,45.51110703,1,NORMAL,Double,TD136,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD139,-73.61144945,45.51007128,-73.61150626,45.51006958,1,NORMAL,Double,TD140,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD140,-73.61144945,45.51007128,-73.6114496,45.51010918,1,NORMAL,Double,TD139,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD141,-73.61133737,45.51014263,-73.61139453,45.51014513,1,NORMAL,Double,TD142,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD142,-73.61133737,45.51014263,-73.61133932,45.51018363,1,NORMAL,Double,TD141,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD143,-73.61123224,45.51021688,-73.61128501,45.51022097,1,NORMAL,Double,TD144,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD144,-73.61123224,45.51021688,-73.61123025,45.51025899,1,NORMAL,Double,TD143,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD145,-73.61112677,45.510291,-73.61117635,45.51029644,1,NORMAL,Double,TD146,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD146,-73.61112677,45.510291,-73.61112086,45.51033512,1,NORMAL,Double,TD145,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD147,-73.6110114,45.51037002,-73.6110674,45.51037229,1,NORMAL,Double,TD148,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD148,-73.6110114,45.51037002,-73.61100132,45.5104058,1,NORMAL,Double,TD147,Boulevard du Mont-Royal  (OUT),1,Régulier Payez-Partez,200,S,
TD149,-73.61090272,45.51043518,-73.61093549,45.51043765,1,NORMAL,Double,TD150,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD150,-73.61090272,45.51043518,-73.61087014,45.51046759,1,NORMAL,Double,TD149,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD151,-73.61076643,45.51049798,-73.61080725,45.51049608,1,NORMAL,Double,TD152,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD152,-73.61076643,45.51049798,-73.61074521,45.51052548,1,NORMAL,Double,TD151,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD153,-73.61063571,45.51055891,-73.61067879,45.51055695,1,NORMAL,Double,TD154,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD154,-73.61063571,45.51055891,-73.61061314,45.51058605,1,NORMAL,Double,TD153,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD155,-73.61050443,45.51061815,-73.61054838,45.51061578,1,NORMAL,Double,TD156,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD156,-73.61050443,45.51061815,-73.61048179,45.51064476,1,NORMAL,Double,TD155,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD157,-73.61037147,45.51067656,-73.61041528,45.51067436,1,NORMAL,Double,TD158,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD158,-73.61037147,45.51067656,-73.61034827,45.51070487,1,NORMAL,Double,TD157,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD159,-73.61023852,45.51073656,-73.61028222,45.51073398,1,NORMAL,Double,TD160,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
TD160,-73.61023852,45.51073656,-73.61021419,45.5107644,1,NORMAL,Double,TD159,Boulevard du Mont-Royal  (OUT),0,Régulier Payez-Partez,200,S,
