sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
N170,-73.56110556,45.50905657,-73.56114647,45.50910569,1,NORMAL,Double,N169,René-Lévesque,1,Régulier Payez-Partez,300,S,
N172,-73.56089969,45.50932393,-73.56095953,45.50932111,1,NORMAL,Double,N173,René-Lévesque,1,Régulier Payez-Partez,300,S,
N173,-73.56089969,45.50932393,-73.56091844,45.50936667,1,NORMAL,Double,N172,René-Lévesque,1,Régulier Payez-Partez,300,S,
N174,-73.56080479,45.50942707,-73.5608709,45.50941937,1,NORMAL,Double,N175,René-Lévesque,1,Régulier Payez-Partez,300,S,
N175,-73.56080479,45.50942707,-73.5608278,45.50946717,1,NORMAL,Double,N174,René-Lévesque,1,Régulier Payez-Partez,300,S,
N182,-73.56049228,45.50976828,-73.56055379,45.50976556,1,NORMAL,Double,N183,René-Lévesque,1,Régulier Payez-Partez,300,S,
N183,-73.56049228,45.50976828,-73.56051206,45.50981183,1,NORMAL,Double,N182,René-Lévesque,1,Régulier Payez-Partez,300,S,
N184,-73.56040139,45.50986821,-73.56046684,45.50986197,1,NORMAL,Double,N185,René-Lévesque,1,Régulier Payez-Partez,300,S,
N185,-73.56040139,45.50986821,-73.56042068,45.50991169,1,NORMAL,Double,N184,René-Lévesque,1,Régulier Payez-Partez,300,S,
N186,-73.56033429,45.50994009,-73.56037854,45.5099571,1,NORMAL,Simple,,René-Lévesque,1,Régulier Payez-Partez,300,S,
N187,-73.5601865,45.51012335,-73.56025165,45.51011699,1,NORMAL,Double,N188,René-Lévesque,0,Régulier Payez-Partez,300,S,
N188,-73.5601865,45.51012335,-73.56021688,45.51016627,1,NORMAL,Double,N187,René-Lévesque,0,Régulier Payez-Partez,300,S,
N189,-73.56011159,45.51023109,-73.56017687,45.51021992,1,NORMAL,Double,N190,René-Lévesque,1,Régulier Payez-Partez,300,S,
N190,-73.56011159,45.51023109,-73.56013781,45.51027392,1,NORMAL,Double,N189,René-Lévesque,1,Régulier Payez-Partez,300,S,
N191,-73.56004583,45.51032258,-73.56010379,45.51031975,1,NORMAL,Simple,,René-Lévesque,0,Régulier Payez-Partez,300,S,
N197,-73.55973145,45.51073707,-73.55979473,45.51073608,1,NORMAL,Double,N198,René-Lévesque,1,Régulier Payez-Partez,300,S,
N198,-73.55973145,45.51073707,-73.55975321,45.51078064,1,NORMAL,Double,N197,René-Lévesque,1,Régulier Payez-Partez,300,S,
N199,-73.5596685,45.51080594,-73.55971074,45.51082772,1,NORMAL,Simple,,René-Lévesque,1,Régulier Payez-Partez,300,S,
N202,-73.55954405,45.51094236,-73.55960981,45.51093807,1,NORMAL,Double,N203,René-Lévesque,1,Régulier Payez-Partez,300,S,
N203,-73.55954405,45.51094236,-73.55956552,45.51098717,1,NORMAL,Double,N202,René-Lévesque,1,Régulier Payez-Partez,300,S,
N204,-73.55948121,45.51101175,-73.55952374,45.5110335,1,NORMAL,Simple,,René-Lévesque,1,Régulier Payez-Partez,300,S,
N235,-73.56233462,45.50466275,-73.56238627,45.50465325,1,NORMAL,Double,N236,La Gauchetière,0,Régulier Payez-Partez,300,S,
N236,-73.56233462,45.50466275,-73.56235251,45.50469846,1,NORMAL,Double,N235,La Gauchetière,0,Régulier Payez-Partez,300,S,
N238,-73.56177053,45.50395838,-73.56171502,45.50397582,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N239,-73.56169268,45.50406791,-73.56167823,45.50402524,1,NORMAL,Double,N240,Viger,1,Régulier Payez-Partez,300,S,
N240,-73.56169268,45.50406791,-73.56164143,45.50407466,1,NORMAL,Double,N239,Viger,1,Régulier Payez-Partez,300,S,
N241,-73.56162992,45.50414714,-73.56160787,45.50411973,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N242,-73.56162205,45.504158,-73.56157269,45.50416698,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N243,-73.56155305,45.50425365,-73.56153434,45.50421848,1,NORMAL,Simple,,Viger,1,Régulier Payez-Partez,300,S,
N245,-73.56141584,45.50444661,-73.56137211,45.50446006,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N246,-73.56135991,45.50455008,-73.56133905,45.50451877,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N247,-73.56135014,45.50456701,-73.56130774,45.50457591,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N248,-73.56130051,45.50466644,-73.5612778,45.50463055,1,NORMAL,Double,N249,Viger,1,Régulier Payez-Partez,300,S,
N249,-73.56130051,45.50466644,-73.56125021,45.50468091,1,NORMAL,Double,N248,Viger,1,Régulier Payez-Partez,300,S,
N250,-73.56124263,45.50476613,-73.56122262,45.50473126,1,NORMAL,Double,N251,Viger,1,Régulier Payez-Partez,300,S,
N251,-73.56124263,45.50476613,-73.56119481,45.50477928,1,NORMAL,Double,N250,Viger,1,Régulier Payez-Partez,300,S,
N255,-73.56023992,45.50605287,-73.5601918,45.50606396,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N258,-73.56011511,45.50619106,-73.5600655,45.50619929,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N259,-73.56004096,45.50627462,-73.56002365,45.50624467,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N260,-73.56002712,45.5062887,-73.55998226,45.50628955,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N261,-73.55994367,45.5063771,-73.5599401,45.50633526,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N262,-73.56152246,45.50395762,-73.56157656,45.50394823,1,NORMAL,Double,N263,Viger,1,Régulier Payez-Partez,300,S,
N263,-73.56152246,45.50395762,-73.56154195,45.50399519,1,NORMAL,Double,N262,Viger,1,Régulier Payez-Partez,300,S,
N264,-73.56145267,45.50405457,-73.56150707,45.5040441,1,NORMAL,Double,N265,Viger,1,Régulier Payez-Partez,300,S,
N265,-73.56145267,45.50405457,-73.56147213,45.5040915,1,NORMAL,Double,N264,Viger,1,Régulier Payez-Partez,300,S,
N266,-73.56138046,45.50414936,-73.56143669,45.50413958,1,NORMAL,Double,N267,Viger,1,Régulier Payez-Partez,300,S,
N267,-73.56138046,45.50414936,-73.56140125,45.50418766,1,NORMAL,Double,N266,Viger,1,Régulier Payez-Partez,300,S,
N268,-73.56130797,45.50424477,-73.5613658,45.50423574,1,NORMAL,Double,N269,Viger,1,Régulier Payez-Partez,300,S,
N269,-73.56130797,45.50424477,-73.56133116,45.50428411,1,NORMAL,Double,N268,Viger,1,Régulier Payez-Partez,300,S,
N270,-73.56124588,45.50433837,-73.56129693,45.50433262,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N271,-73.56123694,45.50435386,-73.56126698,45.50438252,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N272,-73.56119191,45.50444938,-73.56123847,45.50443304,1,NORMAL,Double,N273,Viger,1,Régulier Payez-Partez,300,S,
N273,-73.56119191,45.50444938,-73.56120911,45.5044823,1,NORMAL,Double,N272,Viger,1,Régulier Payez-Partez,300,S,
N274,-73.56112749,45.50454808,-73.56118422,45.50453275,1,NORMAL,Double,N275,Viger,1,Régulier Payez-Partez,300,S,
N275,-73.56112749,45.50454808,-73.56115929,45.5045832,1,NORMAL,Double,N274,Viger,1,Régulier Payez-Partez,300,S,
N276,-73.56107859,45.50464948,-73.56113304,45.50463594,1,NORMAL,Double,N277,Viger,1,Régulier Payez-Partez,300,S,
N277,-73.56107859,45.50464948,-73.56110851,45.50468526,1,NORMAL,Double,N276,Viger,1,Régulier Payez-Partez,300,S,
N278,-73.56103963,45.5047537,-73.56108332,45.50473692,1,NORMAL,Simple,,Viger,0,Régulier Payez-Partez,300,S,
N283,-73.559594,45.50675065,-73.55957279,45.50671011,1,NORMAL,Double,N284,Viger,0,Régulier Payez-Partez,300,S,
N284,-73.559594,45.50675065,-73.5595352,45.50674882,1,NORMAL,Double,N283,Viger,0,Régulier Payez-Partez,300,S,
N286,-73.55950295,45.50684563,-73.55945628,45.5068301,1,NORMAL,Simple,,Viger,1,Régulier Payez-Partez,300,S,
N290,-73.5593291,45.50702367,-73.55931074,45.50697942,1,NORMAL,Double,N291,Viger,1,Régulier Payez-Partez,300,S,
N291,-73.5593291,45.50702367,-73.5592646,45.50702693,1,NORMAL,Double,N290,Viger,1,Régulier Payez-Partez,300,S,
N292,-73.5592632,45.50709198,-73.55921847,45.50707445,1,NORMAL,Simple,,Viger,1,Régulier Payez-Partez,300,S,
N293,-73.55908166,45.50729683,-73.55904771,45.50725033,1,NORMAL,Double,N294,Viger,1,Régulier Payez-Partez,300,S,
N294,-73.55908166,45.50729683,-73.55900507,45.50729424,1,NORMAL,Double,N293,Viger,1,Régulier Payez-Partez,300,S,
N295,-73.55895575,45.5073778,-73.55895856,45.50734215,1,NORMAL,Double,N296,Viger,1,Régulier Payez-Partez,300,S,
N296,-73.55895575,45.5073778,-73.55891204,45.50739006,1,NORMAL,Double,N295,Viger,1,Régulier Payez-Partez,300,S,
N297,-73.55888671,45.50745205,-73.55886909,45.5074343,1,NORMAL,Simple,,Viger,1,Régulier Payez-Partez,300,S,
N302,-73.5602435,45.5035339,-73.56019397,45.5035438,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N303,-73.56017397,45.50362063,-73.56015452,45.5035905,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N304,-73.56016143,45.50363554,-73.56011603,45.50363604,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N305,-73.56009302,45.50371129,-73.56007595,45.50368348,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N306,-73.56007924,45.50372768,-73.56003743,45.50372907,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N307,-73.56001381,45.50381041,-73.55999865,45.50377649,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N308,-73.56000922,45.50381591,-73.55995992,45.50382233,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N309,-73.55992884,45.50390479,-73.55992118,45.50386818,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N315,-73.55973418,45.50413955,-73.5596867,45.50415069,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N316,-73.55966364,45.50423582,-73.55964739,45.50419721,1,NORMAL,Double,N317,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N317,-73.55966364,45.50423582,-73.55960372,45.5042489,1,NORMAL,Double,N316,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N319,-73.55956596,45.50434069,-73.55955412,45.50430759,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N320,-73.55955218,45.50435708,-73.55951065,45.50435904,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N321,-73.55948971,45.50443798,-73.55947111,45.50440584,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N322,-73.55947593,45.50445436,-73.55943287,45.50445316,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N323,-73.55940468,45.50453572,-73.55939333,45.50449996,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N330,-73.55911221,45.50487326,-73.55909757,45.50484646,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N331,-73.55909843,45.50488964,-73.55905818,45.50489307,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N332,-73.55903704,45.50496706,-73.55901961,45.50493872,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N333,-73.55902327,45.50498344,-73.55898048,45.50498503,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N334,-73.55894897,45.50506782,-73.55894135,45.50503134,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N337,-73.55879031,45.50525234,-73.55878263,45.50521342,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N342,-73.55860217,45.50547842,-73.55858341,45.50545034,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N343,-73.55858839,45.50549481,-73.55854508,45.5054957,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N344,-73.55851969,45.50556977,-73.55850519,45.5055429,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N345,-73.55850591,45.50558616,-73.5584653,45.50559011,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N346,-73.55843952,45.50567138,-73.55842659,45.50563544,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N347,-73.55825372,45.50592947,-73.5582093,45.50589518,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N351,-73.55812304,45.50608946,-73.5580657,45.50606461,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N352,-73.55806346,45.50615969,-73.55802606,45.50611202,1,NORMAL,Double,N353,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N353,-73.55806346,45.50615969,-73.55798634,45.50615903,1,NORMAL,Double,N352,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N354,-73.55798078,45.50624988,-73.55794709,45.50620548,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N355,-73.55794057,45.50629708,-73.55790718,45.50625093,1,NORMAL,Double,N356,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N356,-73.55794057,45.50629708,-73.55786839,45.50629684,1,NORMAL,Double,N355,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N357,-73.55786815,45.50638278,-73.55782761,45.50634509,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N358,-73.55783913,45.50641678,-73.5577919,45.50638734,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N363,-73.55765396,45.5066358,-73.55761368,45.50658885,1,NORMAL,Double,N364,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N364,-73.55765396,45.5066358,-73.55757271,45.50663608,1,NORMAL,Double,N363,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N365,-73.55756442,45.50673924,-73.55752931,45.50668744,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N366,-73.55752064,45.50679073,-73.55748591,45.5067388,1,NORMAL,Double,N367,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N367,-73.55752064,45.50679073,-73.55744521,45.50678696,1,NORMAL,Double,N366,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N368,-73.5572862,45.50705826,-73.55724415,45.50701649,1,NORMAL,Double,N369,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N369,-73.5572862,45.50705826,-73.55721221,45.50705999,1,NORMAL,Double,N368,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N370,-73.55721671,45.50715446,-73.55717573,45.50710828,1,NORMAL,Double,N371,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N371,-73.55721671,45.50715446,-73.55714056,45.5071562,1,NORMAL,Double,N370,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N372,-73.55714384,45.50724967,-73.55710478,45.50720606,1,NORMAL,Double,N373,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N373,-73.55714384,45.50724967,-73.55707073,45.50725245,1,NORMAL,Double,N372,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N374,-73.55707441,45.50734575,-73.55703506,45.50730103,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N375,-73.5570396,45.5073942,-73.55699988,45.50734895,1,NORMAL,Double,N376,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N376,-73.5570396,45.5073942,-73.5569647,45.50739686,1,NORMAL,Double,N375,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N377,-73.5569769,45.50747912,-73.55692826,45.50744651,1,NORMAL,Simple,,Saint-Antoine,1,Régulier Payez-Partez,300,S,
N379,-73.55690013,45.50758424,-73.55685825,45.50754186,1,NORMAL,Double,N380,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N380,-73.55690013,45.50758424,-73.55682648,45.50758514,1,NORMAL,Double,N379,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N381,-73.55683086,45.50768062,-73.55679068,45.50763389,1,NORMAL,Double,N382,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N382,-73.55683086,45.50768062,-73.55675587,45.507683,1,NORMAL,Double,N381,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N383,-73.55676101,45.50777681,-73.55672104,45.50773044,1,NORMAL,Double,N384,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N384,-73.55676101,45.50777681,-73.55668583,45.50777841,1,NORMAL,Double,N383,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N385,-73.55669151,45.507873,-73.55665061,45.50782637,1,NORMAL,Double,N386,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N386,-73.55669151,45.507873,-73.55661903,45.50787564,1,NORMAL,Double,N385,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N387,-73.55662159,45.50796927,-73.55658474,45.50792489,1,NORMAL,Double,N388,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N388,-73.55662159,45.50796927,-73.55655247,45.50797348,1,NORMAL,Double,N387,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N389,-73.55655491,45.50806672,-73.55651947,45.50802318,1,NORMAL,Double,N390,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N390,-73.55655491,45.50806672,-73.55648808,45.50807046,1,NORMAL,Double,N389,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N391,-73.5565064,45.50814037,-73.55645553,45.50811948,1,NORMAL,Simple,,Saint-Antoine,0,Régulier Payez-Partez,300,S,
N411,-73.56434515,45.50515856,-73.56440252,45.50513878,1,NORMAL,Double,N412,Bleury,1,Régulier Payez-Partez,300,S,
N412,-73.56434515,45.50515856,-73.56434205,45.50510984,1,NORMAL,Double,N411,Bleury,1,Régulier Payez-Partez,300,S,
N413,-73.56420802,45.50509235,-73.56427291,45.50507675,1,NORMAL,Double,N414,Bleury,1,Régulier Payez-Partez,300,S,
N414,-73.56420802,45.50509235,-73.5642028,45.50504468,1,NORMAL,Double,N413,Bleury,1,Régulier Payez-Partez,300,S,
N415,-73.56407308,45.50503178,-73.56413735,45.5050147,1,NORMAL,Simple,,Bleury,1,Régulier Payez-Partez,300,S,
N425,-73.5634398,45.50472853,-73.56350536,45.50471094,1,NORMAL,Double,N426,Bleury,1,Régulier Payez-Partez,300,S,
N426,-73.5634398,45.50472853,-73.56344076,45.50468003,1,NORMAL,Double,N425,Bleury,1,Régulier Payez-Partez,300,S,
N427,-73.56330887,45.50466601,-73.56337281,45.5046475,1,NORMAL,Double,N428,Bleury,1,Régulier Payez-Partez,300,S,
N428,-73.56330887,45.50466601,-73.56330902,45.50461697,1,NORMAL,Double,N427,Bleury,1,Régulier Payez-Partez,300,S,
N429,-73.56319765,45.50461307,-73.56324241,45.50458509,1,NORMAL,Simple,,Bleury,1,Régulier Payez-Partez,300,S,
N430,-73.56311479,45.50457323,-73.5631758,45.50455321,1,NORMAL,Double,N431,Bleury,0,Régulier Payez-Partez,300,S,
N431,-73.56311479,45.50457323,-73.56311308,45.50452319,1,NORMAL,Double,N430,Bleury,0,Régulier Payez-Partez,300,S,
N432,-73.56301624,45.50452612,-73.5630458,45.50449099,1,NORMAL,Simple,,Bleury,1,Régulier Payez-Partez,300,S,
N433,-73.56293495,45.504486,-73.56297852,45.50445879,1,NORMAL,Simple,,Bleury,1,Régulier Payez-Partez,300,S,
N434,-73.56285358,45.50444152,-73.56291647,45.50442909,1,NORMAL,Double,N435,Bleury,1,Régulier Payez-Partez,300,S,
N435,-73.56285358,45.50444152,-73.56285339,45.5044005,1,NORMAL,Double,N434,Bleury,1,Régulier Payez-Partez,300,S,
N443,-73.56215989,45.50411092,-73.56216516,45.50406988,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
N446,-73.56192487,45.50399891,-73.5619667,45.50397582,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
N447,-73.56189893,45.50398654,-73.56190473,45.50394585,1,NORMAL,Simple,,Bleury,0,Régulier Payez-Partez,300,S,
N450,-73.56226342,45.50745697,-73.56226193,45.5075074,1,NORMAL,Double,N451,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N451,-73.56226342,45.50745697,-73.56219477,45.50747691,1,NORMAL,Double,N450,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N452,-73.5621236,45.5073935,-73.56212306,45.50744435,1,NORMAL,Double,N453,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N453,-73.5621236,45.5073935,-73.5620559,45.50741387,1,NORMAL,Double,N452,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N454,-73.5619878,45.50733261,-73.56198902,45.50738436,1,NORMAL,Double,N455,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N455,-73.5619878,45.50733261,-73.56191993,45.50735299,1,NORMAL,Double,N454,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N456,-73.56185161,45.5072718,-73.56185233,45.50732312,1,NORMAL,Double,N457,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N457,-73.56185161,45.5072718,-73.56178759,45.50729373,1,NORMAL,Double,N456,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N460,-73.56162829,45.50717115,-73.56162332,45.50721915,1,NORMAL,Double,N461,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N461,-73.56162829,45.50717115,-73.56156162,45.50719114,1,NORMAL,Double,N460,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N462,-73.56149504,45.50711092,-73.56149532,45.50716193,1,NORMAL,Double,N463,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N463,-73.56149504,45.50711092,-73.56142959,45.50713209,1,NORMAL,Double,N462,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N464,-73.56136141,45.50705049,-73.56136302,45.50710186,1,NORMAL,Double,N465,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N465,-73.56136141,45.50705049,-73.56130015,45.50707332,1,NORMAL,Double,N464,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N473,-73.5607955,45.50679106,-73.56079129,45.50684114,1,NORMAL,Double,N474,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N474,-73.5607955,45.50679106,-73.56072946,45.50681306,1,NORMAL,Double,N473,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N475,-73.56065997,45.50672954,-73.5606602,45.50678112,1,NORMAL,Double,N476,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N476,-73.56065997,45.50672954,-73.56059741,45.50675261,1,NORMAL,Double,N475,Saint-Urbain,1,Régulier Payez-Partez,300,S,
N479,-73.56047059,45.50663697,-73.56042437,45.50667195,1,NORMAL,Simple,,Saint-Urbain,0,Régulier Payez-Partez,300,S,
N489,-73.56126867,45.50858225,-73.56124519,45.50861676,1,NORMAL,Simple,,Saint-Laurent,1,Régulier Payez-Partez,300,S,
N490,-73.56117885,45.50854462,-73.56118475,45.50859036,1,NORMAL,Double,N491,Saint-Laurent,0,Régulier Payez-Partez,300,S,
N491,-73.56117885,45.50854462,-73.5611188,45.50856114,1,NORMAL,Double,N490,Saint-Laurent,0,Régulier Payez-Partez,300,S,
N492,-73.56110215,45.5085095,-73.56105189,45.50853007,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
N493,-73.56101163,45.50846864,-73.56098673,45.50849982,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
N494,-73.56094587,45.50843879,-73.56092096,45.50847081,1,NORMAL,Simple,,Saint-Laurent,0,Régulier Payez-Partez,300,S,
N495,-73.56085069,45.50839547,-73.56085617,45.50844073,1,NORMAL,Double,N496,Saint-Laurent,0,Régulier Payez-Partez,300,S,
